"","STATEFP","COUNTYFP","TRACTCE","GEOID","needle_count","needle_binary"
"18525","04","019","001801","04019001801",0,FALSE
"18526","04","013","109001","04013109001",0,FALSE
"18527","04","013","422643","04013422643",0,FALSE
"18528","04","021","000314","04021000314",0,FALSE
"18529","04","003","000100","04003000100",0,FALSE
"18530","04","013","420604","04013420604",0,FALSE
"18531","04","013","061033","04013061033",0,FALSE
"18532","04","013","061036","04013061036",0,FALSE
"18533","04","013","082210","04013082210",0,FALSE
"18534","04","013","422216","04013422216",0,FALSE
"18535","04","013","815200","04013815200",0,FALSE
"18536","04","013","050603","04013050603",0,FALSE
"18537","04","013","112302","04013112302",0,FALSE
"18538","04","013","112503","04013112503",0,FALSE
"18539","04","013","112505","04013112505",0,FALSE
"18540","04","013","615800","04013615800",0,FALSE
"18541","04","013","616000","04013616000",0,FALSE
"18542","04","013","319909","04013319909",0,FALSE
"18543","04","013","618600","04013618600",0,FALSE
"18544","04","013","619000","04013619000",0,FALSE
"18545","04","013","421901","04013421901",0,FALSE
"18546","04","013","422104","04013422104",0,FALSE
"18547","04","021","001408","04021001408",0,FALSE
"18548","04","019","004617","04019004617",0,FALSE
"18549","04","005","001500","04005001500",0,FALSE
"18550","04","021","000313","04021000313",0,FALSE
"18551","04","005","002200","04005002200",0,FALSE
"18552","04","013","217800","04013217800",0,FALSE
"18553","04","027","010905","04027010905",0,FALSE
"18554","04","013","071903","04013071903",0,FALSE
"18555","04","013","421202","04013421202",0,FALSE
"18556","04","013","092721","04013092721",0,FALSE
"18557","04","013","816500","04013816500",0,FALSE
"18558","04","013","422211","04013422211",0,FALSE
"18559","04","019","004115","04019004115",0,FALSE
"18560","04","019","004058","04019004058",0,FALSE
"18561","04","013","616900","04013616900",0,FALSE
"18562","04","013","420116","04013420116",0,FALSE
"18563","04","013","109705","04013109705",0,FALSE
"18564","04","019","001100","04019001100",0,FALSE
"18565","04","019","002602","04019002602",0,FALSE
"18566","04","013","113201","04013113201",0,FALSE
"18567","04","013","113400","04013113400",0,FALSE
"18568","04","013","319101","04013319101",0,FALSE
"18569","04","013","422107","04013422107",0,FALSE
"18570","04","013","103606","04013103606",0,FALSE
"18571","04","021","000312","04021000312",0,FALSE
"18572","04","019","004072","04019004072",0,FALSE
"18573","04","013","216816","04013216816",0,FALSE
"18574","04","013","617900","04013617900",0,FALSE
"18575","04","013","810000","04013810000",0,FALSE
"18576","04","019","004052","04019004052",0,FALSE
"18577","04","019","002604","04019002604",0,FALSE
"18578","04","013","040526","04013040526",0,FALSE
"18579","04","013","092712","04013092712",0,FALSE
"18580","04","025","001300","04025001300",0,FALSE
"18581","04","013","071911","04013071911",0,FALSE
"18582","04","013","110902","04013110902",1,TRUE
"18583","04","013","612600","04013612600",0,FALSE
"18584","04","013","420800","04013420800",0,FALSE
"18585","04","013","216838","04013216838",0,FALSE
"18586","04","013","092311","04013092311",0,FALSE
"18587","04","013","615400","04013615400",0,FALSE
"18588","04","013","107500","04013107500",0,FALSE
"18589","04","015","950706","04015950706",0,FALSE
"18590","04","001","942700","04001942700",0,FALSE
"18591","04","019","004032","04019004032",0,FALSE
"18592","04","019","002400","04019002400",0,FALSE
"18593","04","013","060903","04013060903",0,FALSE
"18594","04","013","112507","04013112507",0,FALSE
"18595","04","013","420215","04013420215",0,FALSE
"18596","04","013","103214","04013103214",0,FALSE
"18597","04","013","422635","04013422635",0,FALSE
"18598","04","013","116900","04013116900",0,FALSE
"18599","04","012","020502","04012020502",0,FALSE
"18600","04","013","109101","04013109101",0,FALSE
"18601","04","013","814800","04013814800",0,FALSE
"18602","04","019","004048","04019004048",0,FALSE
"18603","04","027","011403","04027011403",0,FALSE
"18604","04","005","945000","04005945000",0,FALSE
"18605","04","013","109604","04013109604",0,FALSE
"18606","04","013","319404","04013319404",0,FALSE
"18607","04","013","814400","04013814400",0,FALSE
"18608","04","017","940011","04017940011",0,FALSE
"18609","04","013","113300","04013113300",0,FALSE
"18610","04","013","422106","04013422106",0,FALSE
"18611","04","013","103207","04013103207",0,FALSE
"18612","04","013","092708","04013092708",0,FALSE
"18613","04","013","817000","04013817000",0,FALSE
"18614","04","013","421001","04013421001",0,FALSE
"18615","04","019","004036","04019004036",0,FALSE
"18616","04","013","810200","04013810200",0,FALSE
"18617","04","013","422634","04013422634",0,FALSE
"18618","04","019","004505","04019004505",0,FALSE
"18619","04","017","960200","04017960200",0,FALSE
"18620","04","013","422606","04013422606",0,FALSE
"18621","04","019","004646","04019004646",0,FALSE
"18622","04","013","082025","04013082025",0,FALSE
"18623","04","013","618100","04013618100",0,FALSE
"18624","04","019","004645","04019004645",0,FALSE
"18625","04","013","422620","04013422620",0,FALSE
"18626","04","013","217102","04013217102",0,FALSE
"18627","04","013","061026","04013061026",0,FALSE
"18628","04","013","040527","04013040527",0,FALSE
"18629","04","013","422510","04013422510",0,FALSE
"18630","04","019","004044","04019004044",0,FALSE
"18631","04","019","004426","04019004426",0,FALSE
"18632","04","013","104203","04013104203",0,FALSE
"18633","04","019","001700","04019001700",0,FALSE
"18634","04","013","420113","04013420113",0,FALSE
"18635","04","013","082021","04013082021",0,FALSE
"18636","04","013","071515","04013071515",0,FALSE
"18637","04","013","814500","04013814500",0,FALSE
"18638","04","013","420402","04013420402",0,FALSE
"18639","04","013","112504","04013112504",0,FALSE
"18640","04","013","422218","04013422218",0,FALSE
"18641","04","013","216810","04013216810",0,FALSE
"18642","04","013","319907","04013319907",0,FALSE
"18643","04","013","093001","04013093001",0,FALSE
"18644","04","013","061034","04013061034",0,FALSE
"18645","04","013","422309","04013422309",0,FALSE
"18646","04","021","000211","04021000211",0,FALSE
"18647","04","015","954800","04015954800",0,FALSE
"18648","04","027","000402","04027000402",0,FALSE
"18649","04","013","422627","04013422627",0,FALSE
"18650","04","013","112100","04013112100",0,FALSE
"18651","04","013","105300","04013105300",0,FALSE
"18652","04","019","004414","04019004414",0,FALSE
"18653","04","013","105701","04013105701",0,FALSE
"18654","04","013","105601","04013105601",0,FALSE
"18655","04","013","113202","04013113202",0,FALSE
"18656","04","013","061035","04013061035",0,FALSE
"18657","04","013","611100","04013611100",0,FALSE
"18658","04","013","114100","04013114100",1,TRUE
"18659","04","013","110701","04013110701",0,FALSE
"18660","04","013","420710","04013420710",0,FALSE
"18661","04","013","319910","04013319910",0,FALSE
"18662","04","005","000300","04005000300",0,FALSE
"18663","04","013","816600","04013816600",0,FALSE
"18664","04","013","611800","04013611800",0,FALSE
"18665","04","015","950500","04015950500",0,FALSE
"18666","04","013","117300","04013117300",0,FALSE
"18667","04","013","814000","04013814000",0,FALSE
"18668","04","025","002100","04025002100",0,FALSE
"18669","04","013","319706","04013319706",0,FALSE
"18670","04","013","103220","04013103220",0,FALSE
"18671","04","027","011114","04027011114",0,FALSE
"18672","04","013","422103","04013422103",0,FALSE
"18673","04","013","082007","04013082007",0,FALSE
"18674","04","013","114500","04013114500",0,FALSE
"18675","04","007","000600","04007000600",0,FALSE
"18676","04","013","617800","04013617800",0,FALSE
"18677","04","007","001000","04007001000",0,FALSE
"18678","04","019","004049","04019004049",0,FALSE
"18679","04","013","420115","04013420115",0,FALSE
"18680","04","001","945100","04001945100",0,FALSE
"18681","04","013","522904","04013522904",0,FALSE
"18682","04","013","420503","04013420503",0,FALSE
"18683","04","019","003707","04019003707",0,FALSE
"18684","04","013","106200","04013106200",0,FALSE
"18685","04","013","111601","04013111601",0,FALSE
"18686","04","013","318900","04013318900",0,FALSE
"18687","04","017","964202","04017964202",0,FALSE
"18688","04","019","003501","04019003501",0,FALSE
"18689","04","013","422508","04013422508",0,FALSE
"18690","04","013","109704","04013109704",0,FALSE
"18691","04","013","112510","04013112510",0,FALSE
"18692","04","019","002704","04019002704",0,FALSE
"18693","04","001","944000","04001944000",0,FALSE
"18694","04","013","116608","04013116608",0,FALSE
"18695","04","013","111501","04013111501",0,FALSE
"18696","04","013","082009","04013082009",0,FALSE
"18697","04","013","218100","04013218100",0,FALSE
"18698","04","025","001403","04025001403",0,FALSE
"18699","04","013","319904","04013319904",0,FALSE
"18700","04","013","116500","04013116500",0,FALSE
"18701","04","013","071913","04013071913",0,FALSE
"18702","04","019","004628","04019004628",0,FALSE
"18703","04","013","813200","04013813200",0,FALSE
"18704","04","013","614600","04013614600",0,FALSE
"18705","04","013","614200","04013614200",0,FALSE
"18706","04","005","002000","04005002000",0,FALSE
"18707","04","001","944902","04001944902",0,FALSE
"18708","04","013","083000","04013083000",0,FALSE
"18709","04","015","953300","04015953300",0,FALSE
"18710","04","013","612800","04013612800",0,FALSE
"18711","04","017","965200","04017965200",0,FALSE
"18712","04","013","093002","04013093002",0,FALSE
"18713","04","013","217900","04013217900",0,FALSE
"18714","04","013","071504","04013071504",0,FALSE
"18715","04","019","004034","04019004034",0,FALSE
"18716","04","009","961100","04009961100",0,FALSE
"18717","04","013","116708","04013116708",0,FALSE
"18718","04","013","817300","04013817300",0,FALSE
"18719","04","019","004069","04019004069",0,FALSE
"18720","04","019","004419","04019004419",0,FALSE
"18721","04","013","092723","04013092723",0,FALSE
"18722","04","013","811800","04013811800",0,FALSE
"18723","04","013","614700","04013614700",0,FALSE
"18724","04","013","114000","04013114000",0,FALSE
"18725","04","015","951602","04015951602",0,FALSE
"18726","04","013","611500","04013611500",0,FALSE
"18727","04","019","004510","04019004510",0,FALSE
"18728","04","019","000200","04019000200",0,FALSE
"18729","04","013","422507","04013422507",0,FALSE
"18730","04","013","420112","04013420112",0,FALSE
"18731","04","013","422403","04013422403",0,FALSE
"18732","04","013","116400","04013116400",0,FALSE
"18733","04","013","422002","04013422002",0,FALSE
"18734","04","013","108502","04013108502",0,FALSE
"18735","04","001","942600","04001942600",0,FALSE
"18736","04","007","940400","04007940400",0,FALSE
"18737","04","013","616600","04013616600",0,FALSE
"18738","04","015","950402","04015950402",0,FALSE
"18739","04","013","093106","04013093106",0,FALSE
"18740","04","027","011112","04027011112",0,FALSE
"18741","04","013","420303","04013420303",0,FALSE
"18742","04","013","040512","04013040512",0,FALSE
"18743","04","021","001405","04021001405",0,FALSE
"18744","04","013","104206","04013104206",0,FALSE
"18745","04","013","420207","04013420207",0,FALSE
"18746","04","013","110100","04013110100",0,FALSE
"18747","04","013","812200","04013812200",0,FALSE
"18748","04","019","004037","04019004037",0,FALSE
"18749","04","013","422637","04013422637",0,FALSE
"18750","04","013","105502","04013105502",0,FALSE
"18751","04","013","613200","04013613200",0,FALSE
"18752","04","013","217502","04013217502",0,FALSE
"18753","04","003","001502","04003001502",0,FALSE
"18754","04","013","320100","04013320100",0,FALSE
"18755","04","013","420110","04013420110",0,FALSE
"18756","04","013","060801","04013060801",0,FALSE
"18757","04","003","000500","04003000500",0,FALSE
"18758","04","013","114402","04013114402",0,FALSE
"18759","04","013","616300","04013616300",0,FALSE
"18760","04","013","116300","04013116300",0,FALSE
"18761","04","013","319103","04013319103",0,FALSE
"18762","04","012","020501","04012020501",0,FALSE
"18763","04","013","318501","04013318501",0,FALSE
"18764","04","009","961600","04009961600",0,FALSE
"18765","04","013","109603","04013109603",0,FALSE
"18766","04","013","613100","04013613100",0,FALSE
"18767","04","013","082017","04013082017",0,FALSE
"18768","04","013","217400","04013217400",0,FALSE
"18769","04","013","619500","04013619500",0,FALSE
"18770","04","013","103211","04013103211",0,FALSE
"18771","04","013","040530","04013040530",0,FALSE
"18772","04","013","320002","04013320002",0,FALSE
"18773","04","013","116604","04013116604",0,FALSE
"18774","04","013","420105","04013420105",0,FALSE
"18775","04","013","112301","04013112301",0,FALSE
"18776","04","013","071510","04013071510",0,FALSE
"18777","04","017","963700","04017963700",0,FALSE
"18778","04","003","000901","04003000901",0,FALSE
"18779","04","013","216833","04013216833",0,FALSE
"18780","04","013","422205","04013422205",0,FALSE
"18781","04","013","112201","04013112201",0,FALSE
"18782","04","019","004644","04019004644",0,FALSE
"18783","04","025","001900","04025001900",0,FALSE
"18784","04","013","112401","04013112401",0,FALSE
"18785","04","021","001407","04021001407",0,FALSE
"18786","04","013","105702","04013105702",0,FALSE
"18787","04","017","942300","04017942300",0,FALSE
"18788","04","013","092716","04013092716",0,FALSE
"18789","04","013","106502","04013106502",0,FALSE
"18790","04","013","815500","04013815500",0,FALSE
"18791","04","013","218300","04013218300",0,FALSE
"18792","04","021","002400","04021002400",0,FALSE
"18793","04","013","113501","04013113501",0,FALSE
"18794","04","019","004512","04019004512",0,FALSE
"18795","04","013","071906","04013071906",0,FALSE
"18796","04","013","940700","04013940700",0,FALSE
"18797","04","013","420304","04013420304",0,FALSE
"18798","04","013","111201","04013111201",0,FALSE
"18799","04","013","615700","04013615700",0,FALSE
"18800","04","013","115500","04013115500",0,FALSE
"18801","04","013","092308","04013092308",0,FALSE
"18802","04","013","106600","04013106600",0,FALSE
"18803","04","019","004713","04019004713",0,FALSE
"18804","04","025","001601","04025001601",0,FALSE
"18805","04","001","945001","04001945001",0,FALSE
"18806","04","013","319104","04013319104",0,FALSE
"18807","04","001","970300","04001970300",0,FALSE
"18808","04","019","004030","04019004030",0,FALSE
"18809","04","013","104301","04013104301",0,FALSE
"18810","04","019","000300","04019000300",0,FALSE
"18811","04","013","614800","04013614800",0,FALSE
"18812","04","013","615600","04013615600",0,FALSE
"18813","04","013","420504","04013420504",0,FALSE
"18814","04","013","810400","04013810400",0,FALSE
"18815","04","019","004626","04019004626",0,FALSE
"18816","04","013","104600","04013104600",0,FALSE
"18817","04","013","108100","04013108100",0,FALSE
"18818","04","019","004624","04019004624",0,FALSE
"18819","04","019","003902","04019003902",0,FALSE
"18820","04","015","953000","04015953000",0,FALSE
"18821","04","021","001900","04021001900",0,FALSE
"18822","04","021","000400","04021000400",0,FALSE
"18823","04","021","000311","04021000311",0,FALSE
"18824","04","019","004411","04019004411",0,FALSE
"18825","04","013","107300","04013107300",0,FALSE
"18826","04","013","116606","04013116606",0,FALSE
"18827","04","013","116609","04013116609",0,FALSE
"18828","04","019","003004","04019003004",0,FALSE
"18829","04","015","953900","04015953900",0,FALSE
"18830","04","015","952002","04015952002",0,FALSE
"18831","04","019","005200","04019005200",0,FALSE
"18832","04","015","951601","04015951601",0,FALSE
"18833","04","013","111300","04013111300",0,FALSE
"18834","04","013","093101","04013093101",0,FALSE
"18835","04","013","106100","04013106100",0,FALSE
"18836","04","019","004329","04019004329",0,FALSE
"18837","04","019","004638","04019004638",0,FALSE
"18838","04","019","004711","04019004711",0,FALSE
"18839","04","013","112513","04013112513",0,FALSE
"18840","04","013","040515","04013040515",0,FALSE
"18841","04","013","061019","04013061019",0,FALSE
"18842","04","013","615900","04013615900",0,FALSE
"18843","04","019","004428","04019004428",0,FALSE
"18844","04","019","001000","04019001000",0,FALSE
"18845","04","013","093104","04013093104",0,FALSE
"18846","04","027","011600","04027011600",0,FALSE
"18847","04","013","112514","04013112514",0,FALSE
"18848","04","021","000801","04021000801",0,FALSE
"18849","04","013","523006","04013523006",0,FALSE
"18850","04","013","114703","04013114703",0,FALSE
"18851","04","013","813000","04013813000",0,FALSE
"18852","04","005","001301","04005001301",0,FALSE
"18853","04","013","040519","04013040519",0,FALSE
"18854","04","013","422623","04013422623",0,FALSE
"18855","04","013","810900","04013810900",0,FALSE
"18856","04","019","002801","04019002801",0,FALSE
"18857","04","003","001900","04003001900",0,FALSE
"18858","04","003","001703","04003001703",0,FALSE
"18859","04","003","001300","04003001300",0,FALSE
"18860","04","019","004425","04019004425",0,FALSE
"18861","04","003","000202","04003000202",0,FALSE
"18862","04","025","001801","04025001801",0,FALSE
"18863","04","025","001101","04025001101",0,FALSE
"18864","04","003","000902","04003000902",0,FALSE
"18865","04","013","612700","04013612700",0,FALSE
"18866","04","003","000302","04003000302",0,FALSE
"18867","04","003","001402","04003001402",0,FALSE
"18868","04","027","011111","04027011111",0,FALSE
"18869","04","019","004332","04019004332",0,FALSE
"18870","04","013","082010","04013082010",0,FALSE
"18871","04","013","082012","04013082012",0,FALSE
"18872","04","013","092900","04013092900",0,FALSE
"18873","04","013","092500","04013092500",0,FALSE
"18874","04","021","001200","04021001200",0,FALSE
"18875","04","013","071512","04013071512",0,FALSE
"18876","04","019","004063","04019004063",0,FALSE
"18877","04","019","004330","04019004330",0,FALSE
"18878","04","019","004051","04019004051",0,FALSE
"18879","04","013","216819","04013216819",0,FALSE
"18880","04","013","105004","04013105004",0,FALSE
"18881","04","013","217204","04013217204",0,FALSE
"18882","04","013","611700","04013611700",0,FALSE
"18883","04","015","940400","04015940400",0,FALSE
"18884","04","015","952400","04015952400",0,FALSE
"18885","04","015","952001","04015952001",0,FALSE
"18886","04","015","952003","04015952003",0,FALSE
"18887","04","027","000903","04027000903",0,FALSE
"18888","04","019","004631","04019004631",0,FALSE
"18889","04","013","422401","04013422401",0,FALSE
"18890","04","021","001600","04021001600",0,FALSE
"18891","04","013","422102","04013422102",0,FALSE
"18892","04","025","000607","04025000607",0,FALSE
"18893","04","025","002002","04025002002",0,FALSE
"18894","04","013","104216","04013104216",0,FALSE
"18895","04","013","116100","04013116100",0,FALSE
"18896","04","013","116203","04013116203",0,FALSE
"18897","04","013","611200","04013611200",0,FALSE
"18898","04","015","952700","04015952700",0,FALSE
"18899","04","013","103607","04013103607",0,FALSE
"18900","04","013","103611","04013103611",0,FALSE
"18901","04","017","961300","04017961300",0,FALSE
"18902","04","017","942500","04017942500",0,FALSE
"18903","04","019","004110","04019004110",0,FALSE
"18904","04","013","941200","04013941200",0,FALSE
"18905","04","013","110801","04013110801",0,FALSE
"18906","04","013","109400","04013109400",0,FALSE
"18907","04","015","953602","04015953602",1,TRUE
"18908","04","023","966105","04023966105",0,FALSE
"18909","04","023","966301","04023966301",0,FALSE
"18910","04","019","000400","04019000400",0,FALSE
"18911","04","013","050608","04013050608",0,FALSE
"18912","04","013","422502","04013422502",0,FALSE
"18913","04","013","082008","04013082008",0,FALSE
"18914","04","013","082018","04013082018",0,FALSE
"18915","04","013","421701","04013421701",0,FALSE
"18916","04","013","422626","04013422626",0,FALSE
"18917","04","013","071801","04013071801",0,FALSE
"18918","04","013","422646","04013422646",0,FALSE
"18919","04","021","001403","04021001403",0,FALSE
"18920","04","013","421303","04013421303",0,FALSE
"18921","04","013","061039","04013061039",0,FALSE
"18922","04","013","817500","04013817500",0,FALSE
"18923","04","013","980100","04013980100",0,FALSE
"18924","04","021","000207","04021000207",0,FALSE
"18925","04","021","002001","04021002001",0,FALSE
"18926","04","013","941100","04013941100",0,FALSE
"18927","04","013","092600","04013092600",0,FALSE
"18928","04","025","000604","04025000604",0,FALSE
"18929","04","019","004407","04019004407",0,FALSE
"18930","04","013","610000","04013610000",0,FALSE
"18931","04","019","001500","04019001500",1,TRUE
"18932","04","019","004313","04019004313",0,FALSE
"18933","04","013","105102","04013105102",0,FALSE
"18934","04","013","422615","04013422615",0,FALSE
"18935","04","013","108400","04013108400",0,FALSE
"18936","04","013","980500","04013980500",0,FALSE
"18937","04","013","811700","04013811700",0,FALSE
"18938","04","013","113602","04013113602",0,FALSE
"18939","04","019","004312","04019004312",0,FALSE
"18940","04","019","004615","04019004615",0,FALSE
"18941","04","015","950600","04015950600",0,FALSE
"18942","04","019","004618","04019004618",0,FALSE
"18943","04","013","421902","04013421902",0,FALSE
"18944","04","019","004050","04019004050",0,FALSE
"18945","04","013","061020","04013061020",0,FALSE
"18946","04","019","002501","04019002501",0,FALSE
"18947","04","027","001001","04027001001",0,FALSE
"18948","04","021","002103","04021002103",0,FALSE
"18949","04","019","004053","04019004053",0,FALSE
"18950","04","019","004125","04019004125",0,FALSE
"18951","04","013","216841","04013216841",0,FALSE
"18952","04","019","000600","04019000600",0,FALSE
"18953","04","013","216837","04013216837",0,FALSE
"18954","04","013","610700","04013610700",0,FALSE
"18955","04","013","612000","04013612000",0,FALSE
"18956","04","012","940300","04012940300",0,FALSE
"18957","04","013","612200","04013612200",0,FALSE
"18958","04","013","612300","04013612300",0,FALSE
"18959","04","005","944900","04005944900",0,FALSE
"18960","04","017","960100","04017960100",0,FALSE
"18961","04","017","940010","04017940010",0,FALSE
"18962","04","013","319905","04013319905",0,FALSE
"18963","04","013","610200","04013610200",0,FALSE
"18964","04","013","610600","04013610600",0,FALSE
"18965","04","013","103501","04013103501",0,FALSE
"18966","04","007","000700","04007000700",0,FALSE
"18967","04","007","000302","04007000302",0,FALSE
"18968","04","007","000301","04007000301",0,FALSE
"18969","04","013","092309","04013092309",0,FALSE
"18970","04","013","619300","04013619300",0,FALSE
"18971","04","013","216809","04013216809",0,FALSE
"18972","04","013","040517","04013040517",0,FALSE
"18973","04","013","103701","04013103701",0,FALSE
"18974","04","013","082203","04013082203",0,FALSE
"18975","04","003","000303","04003000303",0,FALSE
"18976","04","013","613800","04013613800",0,FALSE
"18977","04","013","040514","04013040514",0,FALSE
"18978","04","005","000100","04005000100",0,FALSE
"18979","04","013","422642","04013422642",0,FALSE
"18980","04","013","114900","04013114900",0,FALSE
"18981","04","021","001303","04021001303",0,FALSE
"18982","04","013","082209","04013082209",0,FALSE
"18983","04","013","082211","04013082211",0,FALSE
"18984","04","021","001702","04021001702",0,FALSE
"18985","04","021","001100","04021001100",0,FALSE
"18986","04","013","061028","04013061028",0,FALSE
"18987","04","003","001100","04003001100",0,FALSE
"18988","04","013","082205","04013082205",0,FALSE
"18989","04","013","617400","04013617400",0,FALSE
"18990","04","013","216821","04013216821",0,FALSE
"18991","04","003","002100","04003002100",0,FALSE
"18992","04","015","951900","04015951900",0,FALSE
"18993","04","013","105002","04013105002",0,FALSE
"18994","04","019","000800","04019000800",1,TRUE
"18995","04","013","422301","04013422301",0,FALSE
"18996","04","013","615000","04013615000",0,FALSE
"18997","04","019","004074","04019004074",0,FALSE
"18998","04","013","108200","04013108200",0,FALSE
"18999","04","013","420107","04013420107",0,FALSE
"19000","04","019","001802","04019001802",0,FALSE
"19001","04","013","104401","04013104401",0,FALSE
"19002","04","019","004427","04019004427",0,FALSE
"19003","04","025","000608","04025000608",0,FALSE
"19004","04","013","061041","04013061041",0,FALSE
"19005","04","013","610800","04013610800",0,FALSE
"19006","04","012","020602","04012020602",0,FALSE
"19007","04","013","082026","04013082026",0,FALSE
"19008","04","013","616200","04013616200",0,FALSE
"19009","04","027","001004","04027001004",0,FALSE
"19010","04","021","000206","04021000206",0,FALSE
"19011","04","013","060901","04013060901",0,FALSE
"19012","04","019","003303","04019003303",0,FALSE
"19013","04","003","002002","04003002002",0,FALSE
"19014","04","013","061043","04013061043",0,FALSE
"19015","04","013","104302","04013104302",0,FALSE
"19016","04","013","421101","04013421101",0,FALSE
"19017","04","017","961700","04017961700",0,FALSE
"19018","04","013","111602","04013111602",0,FALSE
"19019","04","013","111700","04013111700",0,FALSE
"19020","04","015","950100","04015950100",0,FALSE
"19021","04","013","216901","04013216901",0,FALSE
"19022","04","013","104801","04013104801",0,FALSE
"19023","04","005","001102","04005001102",0,FALSE
"19024","04","013","010101","04013010101",0,FALSE
"19025","04","005","001302","04005001302",0,FALSE
"19026","04","021","002102","04021002102",0,FALSE
"19027","04","013","619100","04013619100",0,FALSE
"19028","04","009","961201","04009961201",0,FALSE
"19029","04","013","116727","04013116727",0,FALSE
"19030","04","013","422514","04013422514",0,FALSE
"19031","04","019","002905","04019002905",0,FALSE
"19032","04","013","422640","04013422640",0,FALSE
"19033","04","013","104219","04013104219",0,FALSE
"19034","04","019","004109","04019004109",0,FALSE
"19035","04","019","003504","04019003504",0,FALSE
"19036","04","019","004061","04019004061",0,FALSE
"19037","04","013","813600","04013813600",0,FALSE
"19038","04","013","216834","04013216834",0,FALSE
"19039","04","013","103614","04013103614",0,FALSE
"19040","04","013","106900","04013106900",0,FALSE
"19041","04","013","116702","04013116702",0,FALSE
"19042","04","013","420208","04013420208",0,FALSE
"19043","04","013","092715","04013092715",0,FALSE
"19044","04","013","613500","04013613500",0,FALSE
"19045","04","013","420706","04013420706",0,FALSE
"19046","04","013","116732","04013116732",0,FALSE
"19047","04","013","723303","04013723303",0,FALSE
"19048","04","013","112512","04013112512",0,FALSE
"19049","04","013","217203","04013217203",0,FALSE
"19050","04","019","004506","04019004506",0,FALSE
"19051","04","017","940012","04017940012",0,FALSE
"19052","04","013","817100","04013817100",0,FALSE
"19053","04","025","001701","04025001701",0,FALSE
"19054","04","013","106400","04013106400",0,FALSE
"19055","04","013","216844","04013216844",0,FALSE
"19056","04","013","116711","04013116711",0,FALSE
"19057","04","013","061046","04013061046",0,FALSE
"19058","04","013","040529","04013040529",0,FALSE
"19059","04","025","000802","04025000802",0,FALSE
"19060","04","013","071702","04013071702",0,FALSE
"19061","04","013","116730","04013116730",0,FALSE
"19062","04","019","004066","04019004066",0,FALSE
"19063","04","019","004412","04019004412",0,FALSE
"19064","04","019","940900","04019940900",0,FALSE
"19065","04","027","000403","04027000403",0,FALSE
"19066","04","013","040520","04013040520",0,FALSE
"19067","04","019","004107","04019004107",0,FALSE
"19068","04","019","004639","04019004639",0,FALSE
"19069","04","017","940301","04017940301",0,FALSE
"19070","04","019","001600","04019001600",0,FALSE
"19071","04","021","000215","04021000215",0,FALSE
"19072","04","013","814900","04013814900",0,FALSE
"19073","04","019","004307","04019004307",0,FALSE
"19074","04","023","966402","04023966402",0,FALSE
"19075","04","013","319401","04013319401",0,FALSE
"19076","04","013","112508","04013112508",0,FALSE
"19077","04","013","040522","04013040522",0,FALSE
"19078","04","019","004621","04019004621",0,FALSE
"19079","04","005","001700","04005001700",0,FALSE
"19080","04","013","105501","04013105501",0,FALSE
"19081","04","013","061300","04013061300",0,FALSE
"19082","04","019","004320","04019004320",0,FALSE
"19083","04","019","004321","04019004321",0,FALSE
"19084","04","013","092720","04013092720",0,FALSE
"19085","04","013","092307","04013092307",0,FALSE
"19086","04","013","810300","04013810300",0,FALSE
"19087","04","013","814300","04013814300",0,FALSE
"19088","04","027","000901","04027000901",0,FALSE
"19089","04","023","966103","04023966103",0,FALSE
"19090","04","013","615500","04013615500",0,FALSE
"19091","04","005","000200","04005000200",0,FALSE
"19092","04","013","116728","04013116728",0,FALSE
"19093","04","013","814700","04013814700",0,FALSE
"19094","04","019","004334","04019004334",0,FALSE
"19095","04","013","061024","04013061024",0,FALSE
"19096","04","013","420114","04013420114",0,FALSE
"19097","04","013","109802","04013109802",0,FALSE
"19098","04","013","107201","04013107201",0,FALSE
"19099","04","019","001303","04019001303",0,FALSE
"19100","04","013","109601","04013109601",0,FALSE
"19101","04","013","110600","04013110600",0,FALSE
"19102","04","019","004071","04019004071",0,FALSE
"19103","04","019","002300","04019002300",0,FALSE
"19104","04","013","216847","04013216847",0,FALSE
"19105","04","013","319000","04013319000",0,FALSE
"19106","04","013","040518","04013040518",0,FALSE
"19107","04","019","002503","04019002503",0,FALSE
"19108","04","019","004073","04019004073",0,FALSE
"19109","04","015","952900","04015952900",0,FALSE
"19110","04","013","071506","04013071506",0,FALSE
"19111","04","013","060802","04013060802",0,FALSE
"19112","04","013","813900","04013813900",0,FALSE
"19113","04","019","003304","04019003304",0,FALSE
"19114","04","019","004062","04019004062",0,FALSE
"19115","04","019","002100","04019002100",0,FALSE
"19116","04","021","000901","04021000901",0,FALSE
"19117","04","021","002003","04021002003",0,FALSE
"19118","04","013","115200","04013115200",0,FALSE
"19119","04","013","114800","04013114800",0,FALSE
"19120","04","013","105800","04013105800",0,FALSE
"19121","04","013","420202","04013420202",0,FALSE
"19122","04","013","105200","04013105200",0,FALSE
"19123","04","019","004025","04019004025",0,FALSE
"19124","04","013","420213","04013420213",0,FALSE
"19125","04","013","420214","04013420214",0,FALSE
"19126","04","019","004033","04019004033",0,FALSE
"19127","04","021","000209","04021000209",0,FALSE
"19128","04","019","004057","04019004057",0,FALSE
"19129","04","005","002100","04005002100",0,FALSE
"19130","04","019","004311","04019004311",0,FALSE
